"Business Objects for: "	Term Deposit
"UML Type"	"Business Object"	"Supertype"	"Attribute"	"Description"	"Data Type"
Class	BillPayMandateFacilityArrangement	""	""	"An arrangement allowing an account to be used as payer account in a bill pay instruction . . this is not the direct bill pay (in SEPA: debit mandate) but the permission to use the account for bill pay mandate/direct debit initiated payments"	""
Class	BillPayMandateFacilityArrangement	PaymentServiceArrangement	""	"An arrangement which specifies the promise to offer the payment service, accompanied by the payment modalities. . . "	""
Class	BillPayMandateFacilityArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	StandingOrderArrangement	""	""	"An arrangement which specifies the acceptance of the standing order, accompanied by the modalities. "	""
Attribute	StandingOrderArrangement	""	StandingOrderFrequency	"Frequency of the investment or divestment, eg, daily, weekly, or monthly. (ISO20022)"	String
Attribute	StandingOrderArrangement	""	StandingOrderPurpose	"The purpose of a standing order"	String
Attribute	StandingOrderArrangement	""	StandingOrderAmount	"The Amount of a standing order"	String
Attribute	StandingOrderArrangement	""	StandingOrderCurrency	"The currency in which the amount of a standing order is expressed"	String
Attribute	StandingOrderArrangement	""	StandingOrderTargetAccountOwner	"The party who is involved with the target account of standing order as owner"	String
Attribute	StandingOrderArrangement	""	StandingOrderTargetAccountIdentification	"The identification of the target account of a standing order."	String
Attribute	StandingOrderArrangement	""	StandingOrderTargetAccountBank	"The Bank who is responsible for the target account of a standing order  "	String
Attribute	StandingOrderArrangement	""	StandingOrderSourceAccount	""	String
Attribute	StandingOrderArrangement	""	StandingOrderValidityPeriod	"Dates during which the standing order is in effect. (ISO20022). "	DateTimePeriod
Attribute	StandingOrderArrangement	""	StandingOrderDay	"Specifies the date in a month for instance the 30th. (ISO20022)"	String
Class	StandingOrderArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	StandingOrderArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	FeeArrangement	""	""	"An arrangement which specifies to charge fees when banking transactions did take place, accompanied by the modalities to calculate and charge the fees and the related terms and conditions. "	""
Attribute	FeeArrangement	""	FeeType	"A classification of fee according to the type of service. . Type of service for which a charge is asked or paid. (ISO20022)"	FeeType
Attribute	FeeArrangement	""	FeeAmount	"Base amount that would be applied when the service is requested. . . "	Amount
Attribute	FeeArrangement	""	FeeRate	"Rate used to calculate the amount of the adjustment, allowance, charge or fee. (ISO20022)"	Rate
Attribute	FeeArrangement	""	FeeEffectivePeriod	"Period during which the fee is applicable. (ISO20022)"	DateTimePeriod
Attribute	FeeArrangement	""	FeeDueDate	"Date on which the fee needs to be paid.. - It is not nessessary a date and could be  expressed as a calander or formula or events that would be fulfiled. "	DateTime
Attribute	FeeArrangement	""	FeePlan	"An arranged FeeRatePlan. "	FeePlan
Class	FeeArrangement	CardPaymentArrangement	""	"An agreement established among the card holder and the card issuer to use the payment card for payment"	""
Class	FeeArrangement	CashServiceArrangement	""	"ServiceArrangement defined for cash financial instruments like FeeArrangement, DepositArrangement, ..."	""
Class	FeeArrangement	ProductSalesArrangement	""	"Arrangement whitin the product sales agreement"	""
Class	FeeArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	FeeArrangement	TermDepositArrangement	""	"An arrangement defining the applicable features for a Corporate Deposit Agreement. . . "	""
Class	FeeArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	FeeArrangement	MerchantArrangement	""	"Arrangement within a merchant agreement"	""
Class	FeeArrangement	LoanArrangement	""	"An arrangement defining the applicable features for a loan account agreement. . "	""
Class	FeeArrangement	TermDepositAccountArrangement	""	""	""
Class	InterestArrangementFulfillmentEvent	""	""	"A fulfillment of a specific interest arrangement "	""
Attribute	InterestArrangementFulfillmentEvent	""	InterestEventAmount	"The amount of interest that is subject of this transaction"	String
Attribute	InterestArrangementFulfillmentEvent	""	AppliedInterestType	"The InterestType of the Interest arrangement this is a transaction for"	String
Attribute	InterestArrangementFulfillmentEvent	""	AccuredInterestAmount	"Interest amount that has accrued in between coupon payment periods. (ISO20022)"	String
Attribute	InterestArrangementFulfillmentEvent	""	AccuredInterestType	""	String
Attribute	InterestArrangementFulfillmentEvent	""	InterestTaxAmount	""	String
Attribute	InterestArrangementFulfillmentEvent	""	InterestEventDueDate	"The date on which the interest has to be payed"	String
Attribute	InterestArrangementFulfillmentEvent	""	InterestEventDescription	"Description of the transaction, such as applied interest rate, Interest period ..."	String
Attribute	InterestArrangementFulfillmentEvent	""	InterestEventRateType	""	String
Class	InterestArrangementFulfillmentEvent	ArrangementFulfillmentEvent	""	"The fulfilment of the engagements (obligations/rights) taken in an arrangement"	""
Class	FeeArrangementFulfillmentEvent	""	""	"An even that triggers the fulfilment of a fee arrangement."	""
Attribute	FeeArrangementFulfillmentEvent	""	FeeAmount	"Amount of fee that is charged. . . Amount of money that results from the application of an adjustment (charges. fees, discount or allowance) to the amount due. (ISO20022)"	String
Attribute	FeeArrangementFulfillmentEvent	""	FeeDueDate	"Date on which the fee needs to be paid."	String
Attribute	FeeArrangementFulfillmentEvent	""	FeeEventDescription	"Information about the fee transaction, such as reason, period, applied formula... "	String
Class	FeeArrangementFulfillmentEvent	ArrangementFulfillmentEvent	""	"The fulfilment of the engagements (obligations/rights) taken in an arrangement"	""
Class	InformationArrangement	""	""	"An arrangement concerning the information the bank will provide about the agreement/account"	""
Attribute	InformationArrangement	""	AccountStatementType	"Type of statement agreed upon. . e.g. balance, mini-statement, annual "	String
Attribute	InformationArrangement	""	AccountStatementSchedule	"Definition of the timetable for providing statements. . e.g. start date and frequency, or a list of dates or "on demand""	String
Attribute	InformationArrangement	""	AccountStatementContenttype	"Content type to be included in the statements . . e.g. type of transactions and transaction details"	String
Class	InformationArrangement	TermDepositArrangement	""	"An arrangement defining the applicable features for a Corporate Deposit Agreement. . . "	""
Class	InformationArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	InformationArrangement	TermDepositAccountArrangement	""	""	""
Class	DirectDebitMandate	""	""	"Swagger definition: An agreement between a debtor and a creditor allowing the creditor to instruct the bank to debit the debtors account. . Authorization in favour of the creditor given by the debtor to debit its own account. (ISO20022)"	""
Attribute	DirectDebitMandate	""	DirectDebitMandateIdentification	""	String
Attribute	DirectDebitMandate	""	DirectDebitPurpose	""	String
Attribute	DirectDebitMandate	""	DirectDebitServiceConfiguration	""	String
Attribute	DirectDebitMandate	""	DirectDebitSourceAccount	"Reference to the account that can be used a source for the claimed amount"	String
Class	DirectDebitMandate	BillPayMandate	""	"A mandate to a third party to pay a partys bills"	""
Class	DirectDebitMandate	Mandate	""	"An agreement that authorises a party (holding party) to act on behalf of a principal party.. . Authorisation given by an issuing party to a holder party to act on the issuer's behalf. (ISO20022). . Written authorization and/or command by a person, group, or organization (the 'mandator') to another (the 'mandatary') to take a certain course of action.  (Business Dictionary)"	""
Class	DirectDebitInstruction	""	""	"An instruction to pay, given by of a payee to a payees bank, made possible by a direct debit agreement"	""
Class	DirectDebitInstruction	PaymentInstruction	""	"Instruction to pay an amount of money to an ultimate beneficiary, on behalf of an originator. (ISO20022)"	""
Class	DirectDebitInstruction	MoneyTransferInstruction	""	"Instruction to execute a payment from a payer to a payee"	""
Class	DirectDebitInstruction	Instruction	""	"A request to do something. "	""
Class	LienFacilityArrangement	""	""	"An arrangement stating the permission to use the funds on a deposit as collateral;This means a lien can be placed on the deposit."	""
Attribute	LienFacilityArrangement	""	LienArrangementReference	""	String
Class	LienFacilityArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	LienFacilityArrangement	TermDepositArrangement	""	"An arrangement defining the applicable features for a Corporate Deposit Agreement. . . "	""
Class	LienFacilityArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	StandingOrderInstruction	""	""	"A payment Instruction generated by the fulfilment of a Standing OrderrArrangement "	""
Class	StandingOrderInstruction	MoneyTransferInstruction	""	"Instruction to execute a payment from a payer to a payee"	""
Class	StandingOrderInstruction	PaymentInstruction	""	"Instruction to pay an amount of money to an ultimate beneficiary, on behalf of an originator. (ISO20022)"	""
Class	DeviceArrangement	""	""	"Arrangement on the provision and use of product instruments."	""
Attribute	DeviceArrangement	""	DeviceFunctionality	"The actions that can be taken by using the device(type) to which the arrangement refers to."	String
Attribute	DeviceArrangement	""	DeviceRemuneration	"The fee due for the reception and/or use of the device(type) to which the arrangement refers to."	String
Class	DeviceArrangement	LoanArrangement	""	"An arrangement defining the applicable features for a loan account agreement. . "	""
Class	DeviceArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	DeviceArrangement	CardPaymentArrangement	""	"An agreement established among the card holder and the card issuer to use the payment card for payment"	""
Class	StandingOrderFacilityArrangement	""	""	"Arrangement concerning the ability to use the ProducSalesAgreement as a source account for a StandingOrderArrangement."	""
Class	StandingOrderFacilityArrangement	PaymentServiceArrangement	""	"An arrangement which specifies the promise to offer the payment service, accompanied by the payment modalities. . . "	""
Class	StandingOrderFacilityArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	SweepArrangementFulfillmentEvent	""	""	"Execution of the sweep arrangement "	""
Attribute	SweepArrangementFulfillmentEvent	""	SweepEventCounterAccountReference	""	String
Attribute	SweepArrangementFulfillmentEvent	""	SweepEventAmount	"The account in which the sweep amount came from or went to"	String
Attribute	SweepArrangementFulfillmentEvent	""	SweepEventExecutionDate	"The date on which the sweep transfer was executed"	String
Class	SweepArrangementFulfillmentEvent	ArrangementFulfillmentEvent	""	"The fulfilment of the engagements (obligations/rights) taken in an arrangement"	""
Class	SweepArrangementFulfillmentEvent	FinancialTransaction	""	"A transaction that changes the financial position (the status of the finances) of involved party.. "	""
Class	MoneyTransferTransaction	""	""	"Transfer of money between two parties and/or accounts"	""
Attribute	MoneyTransferTransaction	""	MoneyTransferTransaction Amount	"The amount of money transferred from the source to the target."	Amount
Attribute	MoneyTransferTransaction	""	MoneyTransferTransactionCurrency	"The currency of the money transfer amount"	String
Attribute	MoneyTransferTransaction	""	MoneyTransferTransactionSourceAccount	"The account the money is transferred from."	String
Attribute	MoneyTransferTransaction	""	MoneyTransferTransactionTargetAccount	"The account the money is transferred to."	String
Attribute	MoneyTransferTransaction	""	MoneyTransferInstructionReference	""	String
Attribute	MoneyTransferTransaction	""	MoneyTransferUsedMethod	"The method used to transfer money; Can be a payment network but also something physical."	String
Attribute	MoneyTransferTransaction	""	MoneyTransferValueDate	"The date on which the money is considerd to have left/have arrived become active can be used /strats to starts is considerd to be "	String
Class	MoneyTransferTransaction	FinancialTransaction	""	"A transaction that changes the financial position (the status of the finances) of involved party.. "	""
Class	MoneyTransferTransaction	Transaction	""	"A planned or performed action in the context of concluding or fulfilling an agreement. . . Act to do something."	""
Class	WithdrawalInstruction	""	""	"The instruction concerning to take money from an account."	""
Attribute	WithdrawalInstruction	""	WithdrawalTargetReference	"Reference to how, by whom and in what "materialisation" the withdrawal is performed.. . e.g. as a bank cheque, in cash"	
Attribute	WithdrawalInstruction	""	WithdrawalType	"The type of withdrawal transaction that is applied to the account (e.g. customer withdrawal, internal service charge, disbursement). . . Type of the withdrawal. e.g. reservation, actual withdrawal ???"	
Attribute	WithdrawalInstruction	""	WithdrawalMessage	"Information about the purpose or other reference information accompanying the withdrawal."	
Attribute	WithdrawalInstruction	""	WithdrawalAmount	"The withdrawn amount"	
Attribute	WithdrawalInstruction	""	WithdrawalInstructionDate	"The Date(time) on which the withdrawal is initiated."	
Class	WithdrawalInstruction	FinancialInstruction	""	"An instruction to do something expressed in an amount of money."	""
Class	WithdrawalInstruction	MoneyTransferInstruction	""	"Instruction to execute a payment from a payer to a payee"	""
Class	WithdrawalInstruction	PaymentInstruction	""	"Instruction to pay an amount of money to an ultimate beneficiary, on behalf of an originator. (ISO20022)"	""
Class	StandingOrderAgreement	""	""	"An agreement concerning the standing order service, where the bank periodically transfers a given amount from a source account to a target account"	""
Class	DepositInstruction	""	""	"A financial instruction to fulfill a deposit service arrangement.. . An instruction to place money on an account."	""
Attribute	DepositInstruction	""	DepositSourceReference	"Reference to how, by whom and in what "materialization" the deposit is performed? . . e.g. by cheque, in cash. "	String
Attribute	DepositInstruction	""	DepositType	"Type of an applied deposit. . e.g. conditional awaiting confirmation of a cheque"	String
Attribute	DepositInstruction	""	DepositMessage	"Information about the purpose or other reference information accompanying the deposit. "	String
Attribute	DepositInstruction	""	DepositAmount	"the deposited amount"	String
Attribute	DepositInstruction	""	DepositInstructionDate	"The Date on which the deposit is initiated"	String
Class	DepositInstruction	MoneyTransferInstruction	""	"Instruction to execute a payment from a payer to a payee"	""
Class	DepositInstruction	FinancialInstruction	""	"An instruction to do something expressed in an amount of money."	""
Class	DepositInstruction	PaymentInstruction	""	"Instruction to pay an amount of money to an ultimate beneficiary, on behalf of an originator. (ISO20022)"	""
Class	BillPayMandate	""	""	"A mandate to a third party to pay a partys bills"	""
Attribute	BillPayMandate	""	BillPayMandateIdentification	"Identification of a bill pay mandate"	String
Attribute	BillPayMandate	""	BillPayServiceConfiguration	"Modaliteis of a bill pay mandate"	String
Class	MoneyTransferInstruction	""	""	"Instruction to execute a payment from a payer to a payee"	""
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionType	"Classification of the Money Transfer Instruction according to the event that lead to the instruction. . e.g. withdrawal, interest disbursement, direct debit, card payment."	String
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionAmount	"Amount of money to be transferred."	String
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionAmountCurrency	"Currency in which the transfer amount is expressed."	String
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionPurpose	"The reason why the instruction is given. . can be reference to a lot of information, concerning e.g. a purchase, an arrangement fulfillment event, a billing period..."	String
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionRequestedMechanism	"The network to be used for the processing of the money transfer instruction as requested in the instruction.. e.g. instant SEPA?"	String
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionStatus	"The processing status of the instruction"	InstructionLifecycleStatus
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionChannelReference	"Reference to the contact channel that was used to give the money transfer instruction"	String
Class	MoneyTransferInstruction	FinancialInstruction	""	"An instruction to do something expressed in an amount of money."	""
Class	MoneyTransferInstruction	Instruction	""	"A request to do something. "	""
Class	TermDepositAgreement	""	""	"An agreement concering an interest bearing deposit between the Bank and a corporate customer "	""
Attribute	TermDepositAgreement	""	TermDepositAgreementIdentification	"The reference with which a Corporate Deposit Agreement is identified. "	String
Attribute	TermDepositAgreement	""	TermDepositAgreementType	""	String
Class	TermDepositAgreement	Agreement	""	"A formal or informal common understanding between two or more (legal competent) parties concerning one or more subject matters expressed in a set of arrangements, terms and conditions. (adapted from Legal System and FIBO) "	""
Class	TermDepositAgreement	BankingProductAgreement	""	"An agreement with subject matter banking services."	""
Class	TermDepositArrangementAccount	""	""	"An internal sub account upon which the financial position of a Corporate Deposit Arrangement is managed. . "	""
Class	TermDepositArrangementAccount	Account	""	"A measuring state on which movements in value or amounts of assets, rights and obligations are registered.. . Comment: . It is a bookkeeping instrument holding the amount or value of something by registering the movements in plus and min when events happen which have an impact on the position.. The term "account" is usually associated to an accounting or bookkeeping concept to hold the financial or stock state of a business concept. An account will typically group the debit and credit entries for a specific aspect of the business resulting from transactions,. Often accounts are represented as a T-account which is a visual aid used to depict an account. Above the top portion of the T would be the account title. On the left-side of the base of the T would be any debit amounts; on the right-side would be the credit amounts.. A commonly used bookkeeping method is the double-entry method. This means that every transaction has at least 2 movements. If a customer pays 100 € in cash, there is. a decrease in the amount that the customer owes to the company (the customer position is decreased). an increase in the amount that the company has in cash (the cash position is increased). . An account can be assigning to one or more ledgers. A ledger is a group of accounts for a certain purpose. If there is need for multiple ledgers because of multiple purpose, an account can perfectly well assigned to multiple ledgers. When Ledgers are in real physical books, this is not possible. When ledgers are digital, accounts can be grouped into multiple groups at the same time. This practice is very rarely taught into courses for accounting, but in digital accounting, it is common practice.. . Examples: . stock account of a shop, cash register, bank account, financial accounting account, customer account, supplier account, .... Bank Account BE12 1234 5678 9012: is an individual banking account. Accounts Payable, is a collective account keeping the balance of the amounts to pay by the organisation to its suppliers. The balance is the result of the financial movements related to suppliers. This account is managed usually in a General Ledger . Supplier Account X, is an individual account keeping the balance of the amounts to pay by the organisation to an individual supplier. The balance is the result of the financial movements related to an individual supplier. This account is managed usually in a sub-ledger.. Stock Account x, is an individual account keeping the balance of the amounts in stock of a specific good.. A payment service to take fund out of an account. "	""
Class	TermDepositArrangement	""	""	"An arrangement defining the applicable features for a Corporate Deposit Agreement. . . "	""
Attribute	TermDepositArrangement	""	TermDepositArrangementType	"Classification of the Corporate Deposit Arrangement according to the subject of the arrangement. "	String
Attribute	TermDepositArrangement	""	TermDepositArrangementProductFeatureType	"Reference to the product feature applied in this arrangement . "	String
Class	TermDepositProduct	""	""	""	""
Attribute	TermDepositProduct	""	TermDepositProductType	"Classification of a Corporate Deposit Product. . further classsification level of the producttype "corporate deposit". "	String
Class	TermDepositProduct	BankingProduct	""	"A package of services and goods, accompanied by term and condition which is offered as a whole to (internal or external) customers."	""
Class	PaymentServiceArrangement	""	""	"An arrangement which specifies the promise to offer the payment service, accompanied by the payment modalities. . . "	""
Attribute	PaymentServiceArrangement	""	PaymentServiceType	"Specifies the type, or nature, of the payment."	String
Attribute	PaymentServiceArrangement	""	PaymentDueDate	"Due date for the payment. (ISO20022)"	String
Attribute	PaymentServiceArrangement	""	PaymentPeriod	"Period to which the payment terms apply. (ISO20022)"	String
Attribute	PaymentServiceArrangement	""	PaymentExpiryDate	"Date at which the arrangement/obligation will expire. (ISO20022)"	String
Attribute	PaymentServiceArrangement	""	PaymentPurpose	"Underlying reason for the payment obligation/arrangement (ISO20022)"	String
Class	PaymentServiceArrangement	CorrespondentBankingArrangement	""	""	""
Class	PaymentServiceArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	PaymentServiceArrangement	LoanArrangement	""	"An arrangement defining the applicable features for a loan account agreement. . "	""
Class	PaymentServiceArrangement	TermDepositArrangement	""	"An arrangement defining the applicable features for a Corporate Deposit Agreement. . . "	""
Class	PaymentServiceArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	PaymentServiceArrangement	ServiceArrangement	""	"An arrangement into which is promised to deliver a specific service.. . Comment: Most service arrangements are instantiations of Product Services"	""
Class	LimitArrangement	""	""	"An arrangement to limit something. e.g., the number of transaction per week, the amount of money allowed to withdraw per week/day and etc. "	""
Attribute	LimitArrangement	""	LimitType	"Nature of the limit."	LimitType
Attribute	LimitArrangement	""	LimitCurrency	"Currency unit used to specify the limit amount. (ISO20022)"	CurrencyCode
Attribute	LimitArrangement	""	LimitValidityPeriod	"Period at which the limit is effective. (ISO20022)"	DateTimePeriod
Attribute	LimitArrangement	""	LimitAmount	"Amount of money of the limit, expressed in a currency. (ISO20022)"	Amount
Attribute	LimitArrangement	""	LimitStatus	"Current status of the limit."	LimitStatus
Attribute	LimitArrangement	""	LimitRate	"Specifies that the limit is a percentage of a related amount. (ISO20022)"	Rate
Attribute	LimitArrangement	""	LimitFrequency	"Specifies the periodicity linked to a limit for example the periodicity can indicate that the limit can be reached daily or monthly. (ISO20022)"	Frequency
Class	LimitArrangement	MarketOrderArrangement	""	"An arrangement within the market order agreement like security trade arrangement, clearing and settlement arrangement, limit arrangement , etc. "	""
Class	LimitArrangement	InvestmentAccountArrangement	""	""	""
Class	LimitArrangement	LoanArrangement	""	"An arrangement defining the applicable features for a loan account agreement. . "	""
Class	LimitArrangement	TermDepositArrangement	""	"An arrangement defining the applicable features for a Corporate Deposit Agreement. . . "	""
Class	LimitArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	LimitArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	LimitArrangement	ProductSalesArrangement	""	"An arrangement within the product sales agreement"	""
Class	AgreementInvolvement	""	""	"The involvement (role) of an instance of a party in an instance of an agreement.. "	""
Attribute	AgreementInvolvement	""	AgreementInvolvementType	""	String
Attribute	AgreementInvolvement	""	AgreementInvolvedPartyReference	"The party that has the involvement in the agreement"	String
Attribute	AgreementInvolvement	""	InvolvedAgreementReference	"The Agreement in which the party is involved"	String
Class	AgreementInvolvement	PartyRole	""	"A specific role of a specific Party in the specific relationship.  "	""
Class	Party	""	""	"A party represents an autonomous entity in which a bank has a business interest. It has a legal definition and identity. A party is a Person, Organization, (a proposed definition for BIAN BOM adapted from BIAN Party Working Group) . . - Entity involved in an activity. (ISO20022)"	""
Attribute	Party	""	PartyName	"Name by which a party is known and which is usually used to identify that party. (ISO20022)"	Name
Attribute	Party	""	PartyType	"Specifies the type of party in different business contexts. (ISO20022)"	String
Attribute	Party	""	PartyDateTime	""	String
Attribute	Party	""	PartyIdentification	""	PartyIdentification
Class	ArrangementInvolvement	""	""	"The involvement (role) of an instance of a party in an instance of an arrangement."	""
Attribute	ArrangementInvolvement	""	ArrangementInvolvementType	""	String
Attribute	ArrangementInvolvement	""	ArrangementInvolvedPartyReference	"The party that has the arrangement involvement "	String
Attribute	ArrangementInvolvement	""	InvovedArrangementReference	"The arrangement in which the party is involved"	String
Class	ArrangementInvolvement	PartyRole	""	"A specific role of a specific Party in the specific relationship.  "	""
Class	PartyRole	""	""	"A specific role of a specific Party in the specific relationship.  "	""
Attribute	PartyRole	""	PartyRoleType	""	String
Attribute	PartyRole	""	PartyRoleName	""	String
Attribute	PartyRole	""	PartyRoleValidityPeriod	""	String
Attribute	PartyRole	""	PartyInvolvementType	""	String
Class	Agreement/AgreementRelationship	""	""	"A characteristic of agreement which refers to its related agreements. "	""
Attribute	Agreement/AgreementRelationship	""	Agreement/AgreementRelationshipType	""	String
