"Business Objects for: "	Lead and Opportunity Management
"UML Type"	"Business Object"	"Supertype"	"Attribute"	"Description"	"Data Type"
Attribute	CustomerRating	""	CustomerRatingDescription	""	String
Attribute	CustomerRating	""	CustomerRatingValueDate	""	String
Attribute	CustomerRating	""	CustomerRatingValidityPeriod	""	String
Class	CustomerRating	CreditPositionMeasurement	""	""	""
Class	Session	""	""	"The operation of a system -- typically an automated system -- for a bounded period of time.. . Semi-permanent container of state for an information exchange with a system.. . Time-bounded, temporal unit of context and continuity, identifying a unit of work.. "	""
Attribute	Session	""	SessionDuration	"The time the session was active"	Duration
Attribute	Session	""	SessionDateTime	"Key dates and times for the session"	DateTime
Attribute	Session	""	SessionStatus	""	Status
Attribute	Session	""	SessionType	"Specifies the classification of session like Customer Contact Session, Channel Operating Session, Device Operating Session, etc."	SessionType
Attribute	Session	""	SessionScheduel	""	Schedule
Class	CustomerContact	""	""	"An (structured) interaction between a customer and a financial institution.. "	""
Attribute	CustomerContact	""	ContactType	""	String
Attribute	CustomerContact	""	ContactDateTIme	"The start and end date times for the contact"	String
Attribute	CustomerContact	""	ContactLocation	""	String
Attribute	CustomerContact	""	ContactSchedule	"The schedule of past and planned customer contacts"	String
Attribute	CustomerContact	""	ContactResult	"The interpreted result of the contact (e.g. completed, customer terminated, timed-out)"	String
Attribute	CustomerContact	""	ContactPurpose	"The reason and or purpose for the contact (e.g. review, issue, product sales, advice, customer enquiry)"	String
Attribute	CustomerContact	""	ContactDevice	""	String
Attribute	CustomerContact	""	ContactIndicator	"Indicates whether this is an inbound or outbound contact (inbound is customer initiated, outbound is servicing resource initiated)."	String
Attribute	CustomerContact	""	ContactContent	""	String
Class	CustomerContact	CustomerEvent	""	"Event related to a specific Customer or Customer Relationship. "	""
Class	CustomerDialogueSession	""	""	"A session for managing dialogues with a customer in an active contact. "	""
Attribute	CustomerDialogueSession	""	CustomerContactReference	"Reference to the customer Contact the ContactDialogueSession is part of"	String
Attribute	CustomerDialogueSession	""	SessionDialogueContent	"Payload of the exchange."	String
Class	CustomerDialogueSession	Session	""	"The operation of a system -- typically an automated system -- for a bounded period of time.. . Semi-permanent container of state for an information exchange with a system.. . Time-bounded, temporal unit of context and continuity, identifying a unit of work.. "	""
Class	System	""	""	"Set of integrated applications that provides centralised services such as clearing, netting, reconciliation, trading and/or settlement. (ISO20022)"	""
Attribute	System	""	SystemAccessSchedule	"The time schedule that system services are available for use."	String
Attribute	System	""	SystemType	""	String
Class	Device	""	""	"An item created to serve a particular need, such as a credit card, a smart phone, an electronic signature, an electronic key, etc."	""
Attribute	Device	""	DeviceIdentification	""	String
Attribute	Device	""	DeviceType	"Reference to the device type of the device. . A device has the characteristics of the device type it belongs to possibly specified. e.g. a device of the type "cheque book" will have cheques. The device specifies how many and what the number range is.. e.g. an electronic banking app consists of software modules, the device specifies what version . . "	String
Attribute	Device	""	DeviceProperty	"Property of a device relevant for its use.. . A device has the characteristics of the device type it belongs to,possibly specified. e.g. . a device of the type "cheque book" will have cheques. The device specifies how many and what the number range is.. e.g. an electronic banking app consists of software modules, the device specifies what version . "	String
Attribute	Device	""	DeviceElement	"An element of the device that can be used independently and is individually identified. . e.g. a cheque in a chequebook"	String
Attribute	Device	""	DeviceStatus	"The life cycle stage of a device. . e.g. active, defect"	String
Attribute	Device	""	DeviceVersion	""	String
Attribute	Device	""	DeviceDateTime	""	String
Attribute	Device	""	DeviceDescription	""	String
Class	PartyRole	""	""	"A specific role of a specific Party in the specific relationship.  "	""
Attribute	PartyRole	""	PartyRoleType	""	String
Attribute	PartyRole	""	PartyRoleName	""	String
Attribute	PartyRole	""	PartyRoleValidityPeriod	""	String
Attribute	PartyRole	""	PartyInvolvementType	""	String
Class	Function	""	""	"A kind of action.. . Functions as Behaviour Qualifier: The collection of operational services/functions offered by the operational facility."	""
Class	ContactInvolvement	""	""	"A specific role of a specific Party involved in the customer contact."	""
Attribute	ContactInvolvement	""	ContactInvolvementType	""	ContactInvolvementType
Class	ContactInvolvement	PartyRole	""	"A specific role of a specific Party in the specific relationship.  "	""
Class	ServicingEvent	""	""	"Event which is the result of fulfilling a servicing arrangement. "	""
Attribute	ServicingEvent	""	ServicingEventType	"The type of servicing event/activity e.g. self service, contact center assisted,  ATM access"	String
Class	ServicingEvent	Event	""	"Something that happens, has happened, can happen or is planned to happen."	""
Class	ServicingEvent	CustomerEvent	""	"Event related to a specific Customer or Customer Relationship. "	""
Class	ServicingEventLog	""	""	"A record of servicing events. "	""
Class	ServicingEventLog	Log	""	"A record of events/entries.. "	""
Class	Authentication	""	""	"An evaluation whether a party or system is what it claims to be.. . A security mechanism for verifying: 1) the identity of an individual or other entity (including verification by means of a computer or computer application); and 2) the level of authority of that person or entity (i.e. the ability of that person or entity to perform specific tasks or activities). (ECB)"	""
Attribute	Authentication	""	AuthenticationLevel	""	String
Attribute	Authentication	""	AuthenticationEntity	""	String
Attribute	Authentication	""	AuthenticationMethodType	""	String
Class	Authentication	Assessment	""	"the rating/certification derived as result of an applied test assessment of an entity using specific testing criteria"	""
Class	SessionDialogueLog	""	""	"A record of contact dialogue log entries."	""
Class	SessionDialogueLog	Log	""	"A record of events/entries.. "	""
Class	PointOfServiceSession	""	""	"The operation of a Point of Service for a bounded period of time.. A servicing session. . "	""
Class	PointOfServiceSession	Session	""	"The operation of a system -- typically an automated system -- for a bounded period of time.. . Semi-permanent container of state for an information exchange with a system.. . Time-bounded, temporal unit of context and continuity, identifying a unit of work.. "	""
Class	ChannelActivity	""	""	"Action of a customer using the channel in an active contact."	""
Class	ChannelActivity	Action	""	"An event related to the behaviour performed by an actor. . . Comment:. An actor can be a party or a machine. An action Includes various types of requests, orders and financial transactions. Includes responses where appropriate.. An action is an event which means that the concept describes the result of acting."	""
Class	PointOfService	""	""	"Point at which a service is offered and/or fulfilled. . "	""
Class	PointOfService	System	""	"Set of integrated applications that provides centralised services such as clearing, netting, reconciliation, trading and/or settlement. (ISO20022)"	""
Class	SessionDialogueLogEntry	""	""	"Posting a contact dialogue to the log"	""
Class	RoutingSelection	""	""	"A decision to identify the most suitable servicing position to route the contact"	""
Class	ChannelActivityLog	""	""	"A record of channel activities. "	""
Class	ChannelActivityLog	Log	""	"A record of events/entries.. "	""
Class	CustomerContactSystem	""	""	"A system for managing contact between a customer and a financial institution from beginning till finish."	""
Class	CustomerContactSystem	System	""	"Set of integrated applications that provides centralised services such as clearing, netting, reconciliation, trading and/or settlement. (ISO20022)"	""
Class	Party	""	""	"A party represents an autonomous entity in which a bank has a business interest. It has a legal definition and identity. A party is a Person, Organization, (a proposed definition for BIAN BOM adapted from BIAN Party Working Group) . . - Entity involved in an activity. (ISO20022)"	""
Attribute	Party	""	PartyName	"Name by which a party is known and which is usually used to identify that party. (ISO20022)"	Name
Attribute	Party	""	PartyType	"Specifies the type of party in different business contexts. (ISO20022)"	String
Attribute	Party	""	PartyDateTime	""	String
Attribute	Party	""	PartyIdentification	""	PartyIdentification
Class	CustomerContacSession	""	""	"A session involving contact between a customer and a financial institution."	""
Class	CustomerContacSession	Session	""	"The operation of a system -- typically an automated system -- for a bounded period of time.. . Semi-permanent container of state for an information exchange with a system.. . Time-bounded, temporal unit of context and continuity, identifying a unit of work.. "	""
Class	ProductTrainingProcedure	""	""	"A training procedure defined for a banking product"	""
Class	ProductTrainingProcedure	Procedure	""	"A step-by-step sequence of activities or course of action to perform a supporting office activity within the enterprise.. . A procedure is a series of steps, taken together, to achieve a desired result. . . Procedure as Generic Artifact: The performance of a supporting office activity within the enterprise (not product/service fulfillment specific)"	""
Class	BankingProduct	""	""	"A package of services and goods, accompanied by term and condition which is offered as a whole to (internal or external) customers."	""
Attribute	BankingProduct	""	ProductIdentification	"The identifier of product e.g. ISIN Code."	ProductIdentification
Attribute	BankingProduct	""	ProductType	"Specifies the category/type/class of product like financial product. Product can be categorized according to different perspectives.  "	BankingProductType
Attribute	BankingProduct	""	ProductLifecycleStatus	"Refers to the lifecycle of a product (e.g., initiated, announced, active, obsolete, withdrawn)."	ProductLifecycleStatus
Attribute	BankingProduct	""	ProductPriority	""	String
Attribute	BankingProduct	""	ProductDescription	"A detailed explanation or commentary of product."	String
Attribute	BankingProduct	""	ProductVersion	""	String
Class	BankingProduct	FinancialInstrument	""	"A contract that gives rise to a financial asset of one entity and a financial liability or equity instrument of another entity. (IFRS). https://www.iasplus.com/en/standards/ias/ias32#:~:text=Key%20definitions%20%5BIAS%2032.11%5D,equity%20instrument%20of%20another%20entity. . Financial instruments are financial contracts of different nature made between institutional units. These comprise the full range of financial claims and liabilities between institutional units, including contingent liabilities like guarantees, commitments, etc. (ISO 10962). "	""
Class	ProductTrainingWorkstep	""	""	"A workstep to be followed in the execution of a product training procedure. "	""
Attribute	ProductTrainingWorkstep	""	ProductTrainingWorkstepType	""	String
Class	ProductTrainingWorkstep	Workstep	""	"A course of action must be followed to execute the procedure. . . Worksteps as Behaviour Qualifier Type: The main worksteps to be followed in the execution of the procedure"	""
Class	Procedure	""	""	"A step-by-step sequence of activities or course of action to perform a supporting office activity within the enterprise.. . A procedure is a series of steps, taken together, to achieve a desired result. . . Procedure as Generic Artifact: The performance of a supporting office activity within the enterprise (not product/service fulfillment specific)"	""
Attribute	Procedure	""	ProcedureType	"A Classification value that distinguishes between the type of process undertaken within Procedure"	ProcedureType
Attribute	Procedure	""	ProcedureDateTime	""	DateTime
Attribute	Procedure	""	ProcedureRequest	"Request to process something (most refers to Asset Type)"	Instruction
Attribute	Procedure	""	ProcedureSchedule	"Timetable to process something (most refers to the Asset Type)"	Schedule
Attribute	Procedure	""	ProcedureStatus	"The status of  Procedure. "	Status
Class	Workstep	""	""	"A course of action must be followed to execute the procedure. . . Worksteps as Behaviour Qualifier Type: The main worksteps to be followed in the execution of the procedure"	""
Attribute	Workstep	""	WorkstepResult	""	String
Attribute	Workstep	""	WorkstepType	"A Classification value that distinguishes between the type of workstep undertaken within Procedure"	WorkstepType
Attribute	Workstep	""	WorkstepDescription	""	Text
Attribute	Workstep	""	WorkstepDateTime	""	DateTime
Attribute	Workstep	""	WorkstepStatus	""	Status
Class	Session	""	""	"The operation of a system -- typically an automated system -- for a bounded period of time.. . Semi-permanent container of state for an information exchange with a system.. . Time-bounded, temporal unit of context and continuity, identifying a unit of work.. "	""
Attribute	Session	""	SessionDuration	"The time the session was active"	Duration
Attribute	Session	""	SessionDateTime	"Key dates and times for the session"	DateTime
Attribute	Session	""	SessionStatus	""	Status
Attribute	Session	""	SessionType	"Specifies the classification of session like Customer Contact Session, Channel Operating Session, Device Operating Session, etc."	SessionType
Attribute	Session	""	SessionScheduel	""	Schedule
Class	CardPaymentTransaction	""	""	"A payment transaction initiated by a payment card. . . 'Card-based payment transaction means a service based on a payment card scheme's infrastructure and business rules to make a payment transaction by means of any card, telecommunication, digital or IT device or software if this results in a debit or a credit card transaction. Card-based payment transactions exclude transactions based on other kinds of payment services. (PSD)"	""
Attribute	CardPaymentTransaction	""	CashBackAmount	"Amount added to the total price of the transaction and received in cash by the customer. (ISO20022)"	String
Attribute	CardPaymentTransaction	""	MerchantLocation	"Place where the merchant actually performed the transaction. (ISO20022)"	String
Attribute	CardPaymentTransaction	""	DebitCreditDirection	"Specifies the direction of a payment. (ISO20022)"	String
Attribute	CardPaymentTransaction	""	TransactionChannel	"Identifies the type of the communication channels used by the cardholder to the acceptor system. (ISO20022)"	String
Attribute	CardPaymentTransaction	""	PointOfInteraction	"Describes the Point of Interaction through which the payment by card was initiated. (ISO20022)"	String
Attribute	CardPaymentTransaction	""	TransactionDateTime	"Local date and time of the transaction assigned by the POI (Point Of Interaction). (ISO20022)"	String
Attribute	CardPaymentTransaction	""	TransactionEnvironmentType	"Indicates the environment of the transaction like Merchant, Private, Public, Branch."	String
Attribute	CardPaymentTransaction	""	MerchantCountry	"Country of the merchant where the transaction took place. (ISO20022)"	String
Attribute	CardPaymentTransaction	""	CardNetwork	"Network used for handling the card payment transaction."	String
Class	CardPaymentTransaction	MoneyTransferTransaction	""	"Transfer of money between two parties and/or accounts"	""
Class	CardPaymentTransaction	PaymentTransaction	""	"An act, initiated by the payer or payee, of placing, transferring or withdrawing funds, irrespective of any underlying obligations between the payer and payee (a proposed definition for BIAN BOM adapted from PSD). . "	""
Class	ECommerceGatewaySession	""	""	"The operation of e-commerce Gateway Service/System for a bounded period of time. "	""
Class	ECommerceGatewaySession	Session	""	"The operation of a system -- typically an automated system -- for a bounded period of time.. . Semi-permanent container of state for an information exchange with a system.. . Time-bounded, temporal unit of context and continuity, identifying a unit of work.. "	""
Class	ECommerceGateway	""	""	"A system for processing of e-commerce transactions for authentication, authorization and capture of the financial transactions.. . An ecommerce payment gateway is a service that authorizes credit card payments and processes them securely with a users merchant account."	""
Class	ECommerceGateway	System	""	"Set of integrated applications that provides centralised services such as clearing, netting, reconciliation, trading and/or settlement. (ISO20022)"	""
Class	System	""	""	"Set of integrated applications that provides centralised services such as clearing, netting, reconciliation, trading and/or settlement. (ISO20022)"	""
Attribute	System	""	SystemAccessSchedule	"The time schedule that system services are available for use."	String
Attribute	System	""	SystemType	""	String
Class	PaymentTransaction	""	""	"An act, initiated by the payer or payee, of placing, transferring or withdrawing funds, irrespective of any underlying obligations between the payer and payee (a proposed definition for BIAN BOM adapted from PSD). . "	""
Attribute	PaymentTransaction	""	PaymentTransactionType	""	PaymentTransactionTypeValues
Attribute	PaymentTransaction	""	PaymentTransactionAmount	""	PaymentTransactionAmount
Attribute	PaymentTransaction	""	PaymentTransactionIdentifier	"An identifier that allows to uniquely refer to a Payment Transaction."	String
Attribute	PaymentTransaction	""	PaymentTransactionUsedMechanism	"The payment mechanism the bank decides to use in the transaction to execute a payment instruction "	String
Attribute	PaymentTransaction	""	PaymentTransactionDateTime	""	PaymentTransactionDateTime
Attribute	PaymentTransaction	""	PaymentTransactionPurpose	""	String
Attribute	PaymentTransaction	""	PaymentTransactionStatus	""	String
Attribute	PaymentTransaction	""	PaymentTransactionAppliedFee	""	PaymentTransactionAppliedFee
Attribute	PaymentTransaction	""	PaymentTransactionCurrency	""	PaymentTransactionCurrency
Class	PaymentTransaction	MoneyTransferTransaction	""	"Transfer of money between two parties and/or accounts"	""
Class	PaymentTransaction	Transaction	""	"A planned or performed action in the context of concluding or fulfilling an agreement. . . Act to do something."	""
Class	PaymentTransaction	FinancialTransaction	""	"A transaction that changes the financial position (the status of the finances) of involved party.. "	""
Class	PaymentService	""	""	"According to the payment services directive (PSD), the following activities, when carried out as a regular occupation or business activity, are payment services:. 1. Services enabling cash to be placed on a payment account and all of the operations required for operating a payment account; . 2. Services enabling cash withdrawals from a payment account and all of the operations required for operating a payment account; . 3. The execution of the following types of payment transaction:. - direct debits, including one-off direct debits; . - payment transactions executed through a payment card or a similar device; . - credit transfers, including standing orders; . 4. The execution of the following types of payment transaction where the funds are covered by a credit line for the payment service user: . - direct debits, including one-off direct debits; . - payment transactions executed through a payment card or a similar device; . - credit transfers, including standing orders; . 5. Issuing payment instruments or acquiring payment transactions; . 6. Money remittance; . 7. The execution of payment transactions where the consent of the payer to execute the payment transaction is given by means of any telecommunication, digital or IT device and the payment is made to the telecommunication, IT system or network operator acting only as an intermediary between the payment service user and the supplier of the goods or services. "	""
Attribute	PaymentService	""	PaymentServiceType	"Specifies the type, or nature, of the payment."	String
Attribute	PaymentService	""	PaymentServiceDefinition	""	String
Class	PaymentService	Service	""	"An exposed function (an externalized functionality) that is able to deliver a certain value/benefit (a proposed definition adapted from Archimate).. . A unit of functionality that a system exposes to its environment, while hiding internal operations, which provides a certain value (monetary or otherwise). . . . Comment:. . A Service is something that is done by an actor for the benefit of an actor in the environment.. . A system is the broad sense of the word. Means Business Service, Application Service, Technology Service, "huppeldepup" Service.  . . . Characteristics of a service:. . A system (The Service Domain). Functionality is exposed (Action Term). It provides a certain value (monetary or otherwise) . . . Exposing functionality means that the internals of realizing the service is hidden for the beneficiary of the Service..  . . . In BIAN a "Service Operation" is visualized as a "Business Service" , the "System" refers to the  "Service Domain"  . . The name of a Service Operation is composed of an "Action Term" + "Subject Matter" which is the "Control Record" or the "Behaviour Qualifier".. . . Service is the intangible equivalent of a good. (ISO20022). . . A type of economic activity that is intangible, is not stored and does not result in ownership; a service is consumed at the point of sale (FIBO & Business Dictionary)"	""
Class	PaymentService	SavingsAccountProductFeature	""	"An subject matter about which arrangements should or can be made when selling a savings account product.. . "	""
Class	Device	""	""	"An item created to serve a particular need, such as a credit card, a smart phone, an electronic signature, an electronic key, etc."	""
Attribute	Device	""	DeviceIdentification	""	String
Attribute	Device	""	DeviceType	"Reference to the device type of the device. . A device has the characteristics of the device type it belongs to possibly specified. e.g. a device of the type "cheque book" will have cheques. The device specifies how many and what the number range is.. e.g. an electronic banking app consists of software modules, the device specifies what version . . "	String
Attribute	Device	""	DeviceProperty	"Property of a device relevant for its use.. . A device has the characteristics of the device type it belongs to,possibly specified. e.g. . a device of the type "cheque book" will have cheques. The device specifies how many and what the number range is.. e.g. an electronic banking app consists of software modules, the device specifies what version . "	String
Attribute	Device	""	DeviceElement	"An element of the device that can be used independently and is individually identified. . e.g. a cheque in a chequebook"	String
Attribute	Device	""	DeviceStatus	"The life cycle stage of a device. . e.g. active, defect"	String
Attribute	Device	""	DeviceVersion	""	String
Attribute	Device	""	DeviceDateTime	""	String
Attribute	Device	""	DeviceDescription	""	String
Class	CardPaymentService	""	""	"A payment service to execute payment transactions through a payment card, including online payments. (Adapted from PSD). . A service that offers customers the use of payment cards."	""
Attribute	CardPaymentService	""	CardPaymentServiceIdentifier	""	String
Attribute	CardPaymentService	""	CardPaymentServiceType	"Type of payment card as a product."	String
Attribute	CardPaymentService	""	CardPaymentServiceConfiguration	"Configuration specified for the payment card product."	String
Class	CardPaymentService	ProductService	""	"A service offered as a feature of a product."	""
Class	CardPaymentService	BankingProduct	""	"A package of services and goods, accompanied by term and condition which is offered as a whole to (internal or external) customers."	""
Class	CardPaymentService	PaymentService	""	"According to the payment services directive (PSD), the following activities, when carried out as a regular occupation or business activity, are payment services:. 1. Services enabling cash to be placed on a payment account and all of the operations required for operating a payment account; . 2. Services enabling cash withdrawals from a payment account and all of the operations required for operating a payment account; . 3. The execution of the following types of payment transaction:. - direct debits, including one-off direct debits; . - payment transactions executed through a payment card or a similar device; . - credit transfers, including standing orders; . 4. The execution of the following types of payment transaction where the funds are covered by a credit line for the payment service user: . - direct debits, including one-off direct debits; . - payment transactions executed through a payment card or a similar device; . - credit transfers, including standing orders; . 5. Issuing payment instruments or acquiring payment transactions; . 6. Money remittance; . 7. The execution of payment transactions where the consent of the payer to execute the payment transaction is given by means of any telecommunication, digital or IT device and the payment is made to the telecommunication, IT system or network operator acting only as an intermediary between the payment service user and the supplier of the goods or services. "	""
Class	PaymentCard	""	""	"A device (payment instrument) that can be used by its holder to pay for goods and services or to withdraw money. (The dictionary of ECB). . Electronic money product that provides the cardholder with a portable and specialised computer device that typically contains a microprocessor. (ISO20022). . Payment Card means a category of payment instrument that enables the payer to initiate a debit or credit card transaction. (PSD)"	""
Attribute	PaymentCard	""	CardType	"Type of card, e.g., credit card. (ISO20022)"	PaymentCardType
Attribute	PaymentCard	""	CardNumber	"Number embossed on a card that links the card to the account owner and account servicer (sometimes called personal account number or PAN). (ISO20022)"	String
Attribute	PaymentCard	""	CardStartDate	"Year and month the card is available for use. (ISO20022)"	String
Attribute	PaymentCard	""	CardExpiryDate	"Year and month the card expires. (ISO20022)"	String
Attribute	PaymentCard	""	CardSecurityCode	"Security code written on the card, sometimes called card security code (CSC). (ISO20022)"	String
Attribute	PaymentCard	""	CardVerificationValue	""	String
Attribute	PaymentCard	""	BankIdentificationNumber	"The bank identification number uniquely identifies the institution issuing the card. The BIN is key in the process of matching transactions to the issuer of the charge card."	String
Class	PaymentCard	Device	""	"An item created to serve a particular need, such as a credit card, a smart phone, an electronic signature, an electronic key, etc."	""
Class	CardPaymentInvolvement	""	""	"A specific Party who plays a specific role in the card payment transaction. "	""
Attribute	CardPaymentInvolvement	""	CardPaymentInvolvementType	""	CardPaymentInvolvementType
Class	CardPaymentInvolvement	PartyRole	""	"A specific role of a specific Party in the specific relationship.  "	""
Class	CardPaymentAuthentication	""	""	"Authentication of card payment instruction or transaction.. . . Once the transaction has been initiated, the card and cardholder need to be authenticated. Authentication of the card usually involves reading the magnetic strip or chip, or checking the CVC/CVV2 (a three-digit code printed without relief on the back of the card, data which is not included in the magnetic strip) for card-not-present transactions. The cardholders identity is usually authenticated using a PIN code or a signature. (Payment System ECB)"	""
Attribute	CardPaymentAuthentication	""	CardHolder	"Cardholder for which an authentication is provided (ISO20022)"	String
Attribute	CardPaymentAuthentication	""	AuthenticationMethod	"Method used to authenticate a person. (ISO20022)"	String
Attribute	CardPaymentAuthentication	""	AuthenticationEntity	"Entity or object in charge of verifying the person authenticity. (ISO20022)"	String
Attribute	CardPaymentAuthentication	""	AuthenticationValue	"Value used to authenticate the owner of the payment card. (ISO20022)"	String
Attribute	CardPaymentAuthentication	""	PINFormat	"Encrypted personal identification number (PIN) format."	String
Attribute	CardPaymentAuthentication	""	PIN	"Personal Identification Number (PIN) for authentication. (ISO20022)"	String
Attribute	CardPaymentAuthentication	""	AuthenticationResult	"Specifies the result of the authentication. . e.g. Denial, NonParticipation,     . UnableToAuthenticate, WithCryptogram, WithoutCryptogram, ..."	String
Class	CardPaymentAuthentication	Authentication	""	"An evaluation whether a party or system is what it claims to be.. . A security mechanism for verifying: 1) the identity of an individual or other entity (including verification by means of a computer or computer application); and 2) the level of authority of that person or entity (i.e. the ability of that person or entity to perform specific tasks or activities). (ECB)"	""
Class	CardPaymentAuthorisation	""	""	"Authorisation of a card payment instruction or transaction.. . Once the card and the cardholder have been successfully authenticated,. authorisation is usually requested. However, this stage may be skipped in. some cases (e.g. for transactions below a certain value), at the risk of the card acceptor. The terminal forwards the request for authorisation to the acquirer, to the acquirers processor or to the card scheme. If the acquirer and the issuer are one and the same, such transactions are referred to as on-us transactions and the acquiring bank carries out the authorisation itself. For transactions other than on-us transactions (i.e. where the issuer and the acquirer are not the same), authorisation may be obtained offline or online. In offline authorisations, the request is handled directly by the card acceptors terminal. In most cases, however, the authorisation is online and the request passes from the terminal to. the acquirer. The acquirer may directly authorise or refuse the transaction, but will in most cases pass the transaction to a switching centre. The switching centre transfers the authorisation request and transaction information to the appropriate issuer or the authorisation platform (which may be the card scheme or a third-party service provider). The authorisation process usually includes checking the card details against a list of cards that have been reported as having been lost,. stolen, used fraudulently or counterfeited. Checks on balances and card limits (i.e. daily and monthly limits) are usually also carried out. (Payment System ECB)"	""
Attribute	CardPaymentAuthorisation	""	TransactionSuccess	"Outcome of the transaction at the acceptor. (ISO20022)"	String
Attribute	CardPaymentAuthorisation	""	MerchantOverride	"Indicate that the acceptor has forced the transaction in spite of the authorisation result (online or offline), or incident to complete the transaction. (ISO20022)"	String
Attribute	CardPaymentAuthorisation	""	ValidityDate	"Transaction authorisation deadline to complete the related payment. (ISO20022)"	String
Attribute	CardPaymentAuthorisation	""	Response	"Response to an authorisation request. (ISO20022)"	String
Attribute	CardPaymentAuthorisation	""	AuthorisationCode	"Value assigned by the authorising party. (ISO20022)"	String
Attribute	CardPaymentAuthorisation	""	CardholderAddressVerificationResult	"Result of the cardholder verification address checks on the street number and the postal code. (ISO20022)"	String
Attribute	CardPaymentAuthorisation	""	CSCResult	"Result of the printed CSC (Card Security Code) validation. (ISO20022)"	String
Attribute	CardPaymentAuthorisation	""	ElectronicCommerceAuthenticationResult	"Result of an e-commerce authentication process. (ISO20022)"	String
Attribute	CardPaymentAuthorisation	""	FailureReason	"Incident occurring during the transaction. (ISO20022)"	String
Class	CardPaymentAuthorisation	Authorisation	""	"An evaluation whether a party or system is allowed to do something.. . The consent given by a participant (or a third party acting on behalf of that participant) in order to transfer funds or securities. (ECB)"	""
Class	TransactionBatch	""	""	"A set of transactions to be executed in one time.. "	""
Attribute	TransactionBatch	""	BatchTransactionDateTime	""	String
Class	Location	""	""	"The definition of an addressable space/position both in real and virtual environments with associated uses and entitlements"	""
Attribute	Location	""	LocationDescription	"A description of the property, particularly if it has landmark characteristics."	String
Attribute	Location	""	LocationDateTime	"Key dates associated with the directory entry (e.g. open date, refresh date)."	String
Attribute	Location	""	LocationStatus	"The tracked status (e.g. under construction or repair, inhabited, vacant)."	String
Attribute	Location	""	LocationType	"Type of location (e.g. building, point of interest, virtual location/device)."	String
Attribute	Location	""	LocationZoningType	"The planning or zoning status (e.g. residential, commercial, industrial)."	String
Attribute	Location	""	LocationNeighborhoodType	"The general purpose and neighborhood of the property  (e.g. residential, industrial, commercial)."	String
Attribute	Location	""	LocationConstructionType	"The construction approach for a property at the location (e.g. era and architecture as might be used in valuation)."	String
Attribute	Location	""	LocationOccupancyType	"The type of occupancy (e.g. residency, business, retail, entertainment)."	String
Attribute	Location	""	LocationValue	"The estimated (book) value of the property at the location - rental and purchase as appropriate."	String
Attribute	Location	""	LocationCapacity	"An indication of the size or scale of the property where appropriate (e.g. 4 bedroom, 600 seat auditorium, 40 cover restaurant)."	String
Attribute	Location	""	LocationIdentification	""	String
Attribute	Location	""	LocationAddress	""	LocationAddress
Class	Authentication	""	""	"An evaluation whether a party or system is what it claims to be.. . A security mechanism for verifying: 1) the identity of an individual or other entity (including verification by means of a computer or computer application); and 2) the level of authority of that person or entity (i.e. the ability of that person or entity to perform specific tasks or activities). (ECB)"	""
Attribute	Authentication	""	AuthenticationLevel	""	String
Attribute	Authentication	""	AuthenticationEntity	""	String
Attribute	Authentication	""	AuthenticationMethodType	""	String
Class	Authentication	Assessment	""	"the rating/certification derived as result of an applied test assessment of an entity using specific testing criteria"	""
Class	Authorisation	""	""	"An evaluation whether a party or system is allowed to do something.. . The consent given by a participant (or a third party acting on behalf of that participant) in order to transfer funds or securities. (ECB)"	""
Attribute	Authorisation	""	AuthorisationDateTime	""	String
Class	Authorisation	Assessment	""	"the rating/certification derived as result of an applied test assessment of an entity using specific testing criteria"	""
Class	Party	""	""	"A party represents an autonomous entity in which a bank has a business interest. It has a legal definition and identity. A party is a Person, Organization, (a proposed definition for BIAN BOM adapted from BIAN Party Working Group) . . - Entity involved in an activity. (ISO20022)"	""
Attribute	Party	""	PartyName	"Name by which a party is known and which is usually used to identify that party. (ISO20022)"	Name
Attribute	Party	""	PartyType	"Specifies the type of party in different business contexts. (ISO20022)"	String
Attribute	Party	""	PartyDateTime	""	String
Attribute	Party	""	PartyIdentification	""	PartyIdentification
Class	PartyRole	""	""	"A specific role of a specific Party in the specific relationship.  "	""
Attribute	PartyRole	""	PartyRoleType	""	String
Attribute	PartyRole	""	PartyRoleName	""	String
Attribute	PartyRole	""	PartyRoleValidityPeriod	""	String
Attribute	PartyRole	""	PartyInvolvementType	""	String
Class	BankingProduct	""	""	"A package of services and goods, accompanied by term and condition which is offered as a whole to (internal or external) customers."	""
Attribute	BankingProduct	""	ProductIdentification	"The identifier of product e.g. ISIN Code."	ProductIdentification
Attribute	BankingProduct	""	ProductType	"Specifies the category/type/class of product like financial product. Product can be categorized according to different perspectives.  "	BankingProductType
Attribute	BankingProduct	""	ProductLifecycleStatus	"Refers to the lifecycle of a product (e.g., initiated, announced, active, obsolete, withdrawn)."	ProductLifecycleStatus
Attribute	BankingProduct	""	ProductPriority	""	String
Attribute	BankingProduct	""	ProductDescription	"A detailed explanation or commentary of product."	String
Attribute	BankingProduct	""	ProductVersion	""	String
